Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Lupus Erythematosus, Systemic	C0024141	TRAF1	7185	Q13077	TNF receptor associated factor 1	Signaling	119	0.554	0.731	0.0035639	0.07		0.571	7	1	2008.0	2013.0
Lupus Erythematosus, Systemic	C0024141	CXCR4	7852	P61073	C-X-C motif chemokine receptor 4	G-protein coupled receptor	739	0.362	0.923	0.017804	0.07		1.0	7	0	2006.0	2019.0
Lupus Erythematosus, Systemic	C0024141	APOL1	8542	O14791	apolipoprotein L1	Transporter	115	0.547	0.615	5.1357e-06	0.07		1.0	7	0	2012.0	2020.0
Lupus Erythematosus, Systemic	C0024141	ADIPOQ	9370	Q15848	adiponectin, C1Q and collagen domain containing		679	0.376	0.885	4.6434e-09	0.07		1.0	7	0	2009.0	2019.0
Lupus Erythematosus, Systemic	C0024141	AIM2	9447	O14862	absent in melanoma 2		167	0.521	0.769	2.1942e-09	0.07		1.0	7	0	2012.0	2018.0
Lupus Erythematosus, Systemic	C0024141	CD69	969	Q07108	CD69 molecule		206	0.488	0.923	0.029691	0.07		1.0	7	0	2002.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CD24	100133941	P25063	CD24 molecule		244	0.472	0.769		0.06		0.833	6	1	2007.0	2019.0
Lupus Erythematosus, Systemic	C0024141	IFI44L	10964	Q53G44	interferon induced protein 44 like		23	0.729	0.462	1.3464e-12	0.06		1.0	6	0	2007.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SLAMF6	114836	Q96DU3	SLAM family member 6	Enzyme	19	0.751	0.346	0.018712	0.06		1.0	6	0	2008.0	2017.0
Lupus Erythematosus, Systemic	C0024141	CCR5	1234	P51681	C-C motif chemokine receptor 5 (gene/pseudogene)	G-protein coupled receptor	508	0.398	0.885	4.3094e-10	0.06		0.833	6	1	2003.0	2016.0
Lupus Erythematosus, Systemic	C0024141	HT	140805		Hashimoto thyroiditis		170	0.505	0.731		0.06		0.833	6	0	2005.0	2020.0
Lupus Erythematosus, Systemic	C0024141	AGT	183	P01019	angiotensinogen	Enzyme modulator	765	0.367	0.923	4.9706e-08	0.06		1.0	6	0	2002.0	2018.0
Lupus Erythematosus, Systemic	C0024141	FCN2	2220	Q15485	ficolin 2	Signaling	159	0.517	0.846	3.5646e-11	0.06		1.0	6	0	1999.0	2019.0
Lupus Erythematosus, Systemic	C0024141	PADI4	23569	Q9UM07	peptidyl arginine deiminase 4		196	0.494	0.808	4.6001e-16	0.06		1.0	6	2	2005.0	2019.0
Lupus Erythematosus, Systemic	C0024141	HAVCR1	26762	Q96D42	hepatitis A virus cellular receptor 1		217	0.489	0.885	8.5105e-07	0.06		0.833	6	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	IFNL1	282618	Q8IU54	interferon lambda 1		73	0.599	0.654	0.00028469	0.06		1.0	6	0	2011.0	2019.0
Lupus Erythematosus, Systemic	C0024141	GRIN2A	2903	Q12879	glutamate ionotropic receptor NMDA type subunit 2A	Ion channel	212	0.522	0.808	0.99998	0.06		1.0	6	1	2017.0	2019.0
Lupus Erythematosus, Systemic	C0024141	TBX21	30009	Q9UL17	T-box transcription factor 21	Transcription factor	124	0.541	0.808	0.99636	0.06		1.0	6	0	2007.0	2019.0
Lupus Erythematosus, Systemic	C0024141	ANXA1	301	P04083	annexin A1		336	0.442	0.885	1.2009e-07	0.06		0.833	6	0	1999.0	2020.0
Lupus Erythematosus, Systemic	C0024141	HSPA1A	3303	P0DMV8;P0DMV9	heat shock protein family A (Hsp70) member 1A		229	0.486	0.769	0.030228	0.06		0.833	6	0	1993.0	2017.0
Lupus Erythematosus, Systemic	C0024141	HSP90AA1	3320	P07900	heat shock protein 90 alpha family class A member 1	Chaperone	455	0.411	0.923	0.86025	0.06		1.0	6	0	1992.0	2018.0
Lupus Erythematosus, Systemic	C0024141	IFI16	3428	Q16666	interferon gamma inducible protein 16	Transcription factor	79	0.603	0.769	1.7803e-11	0.06		1.0	6	0	2007.0	2018.0
Lupus Erythematosus, Systemic	C0024141	APOE	348	P02649	apolipoprotein E		1049	0.338	0.962	0.0018685	0.06		1.0	6	0	2002.0	2019.0
Lupus Erythematosus, Systemic	C0024141	IGHG3	3502	P01860	immunoglobulin heavy constant gamma 3 (G3m marker)		161	0.513	0.769		0.06		1.0	6	0	1996.0	2017.0
Lupus Erythematosus, Systemic	C0024141	KIR2DS1	3806	Q14954	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1	Receptor	123	0.537	0.769		0.06		1.0	6	0	2007.0	2017.0
Lupus Erythematosus, Systemic	C0024141	LY9	4063	Q9HBG7	lymphocyte antigen 9		20	0.736	0.462	2.6039e-13	0.06		1.0	6	1	2008.0	2017.0
Lupus Erythematosus, Systemic	C0024141	MIR125A	406910		microRNA 125a		225	0.48	0.769		0.06		1.0	6	0	2010.0	2019.0
Lupus Erythematosus, Systemic	C0024141	MEFV	4210	O15553	MEFV innate immuity regulator, pyrin		410	0.44	0.885	1.0177e-14	0.06		0.833	6	3	2011.0	2019.0
Lupus Erythematosus, Systemic	C0024141	WG	474168		Wegener granulomatosis		61	0.595	0.808		0.06		1.0	6	0	2002.0	2017.0
Lupus Erythematosus, Systemic	C0024141	NFKB1	4790	P19838	nuclear factor kappa B subunit 1	Transcription factor	551	0.396	0.923	1.0	0.06		0.833	6	0	2004.0	2016.0
Lupus Erythematosus, Systemic	C0024141	CD244	51744	Q9BZW8	CD244 molecule		42	0.653	0.5	0.057288	0.06		1.0	6	1	2008.0	2019.0
Lupus Erythematosus, Systemic	C0024141	PPP2CA	5515	P67775	protein phosphatase 2 catalytic subunit alpha		87	0.608	0.769	0.9893	0.06		1.0	6	2	2005.0	2018.0
Lupus Erythematosus, Systemic	C0024141	PRKCB	5579	P05771	protein kinase C beta	Kinase	317	0.453	0.885	1.0	0.06		1.0	6	1	2004.0	2019.0
Lupus Erythematosus, Systemic	C0024141	MYDGF	56005	Q969H8	myeloid derived growth factor		295	0.451	0.846	3.4923e-06	0.06		1.0	6	0	2016.0	2019.0
Lupus Erythematosus, Systemic	C0024141	PTX3	5806	P26022	pentraxin 3		296	0.457	0.808	6.9827e-05	0.06		1.0	6	0	2016.0	2019.0
Lupus Erythematosus, Systemic	C0024141	REN	5972	P00797	renin	Enzyme	721	0.37	0.923	2.4297e-07	0.06		1.0	6	0	2001.0	2018.0
Lupus Erythematosus, Systemic	C0024141	TNFRSF17	608	Q02223	TNF receptor superfamily member 17	Receptor	81	0.588	0.692	1.3715e-06	0.06		1.0	6	0	2001.0	2016.0
Lupus Erythematosus, Systemic	C0024141	SNCA	6622	P37840	synuclein alpha	Transporter	449	0.427	0.885	0.8829	0.06		1.0	6	0	2004.0	2020.0
Lupus Erythematosus, Systemic	C0024141	SNRNP70	6625	P08621	small nuclear ribonucleoprotein U1 subunit 70	Nucleic acid binding	67	0.595	0.692	0.99926	0.06		1.0	6	0	1992.0	2019.0
Lupus Erythematosus, Systemic	C0024141	TNFRSF1A	7132	P19438	TNF receptor superfamily member 1A		487	0.409	0.923	0.9949	0.06		1.0	6	2	1992.0	2019.0
Lupus Erythematosus, Systemic	C0024141	TP53	7157	P04637	tumor protein p53	Transcription factor	2494	0.236	0.962	0.53235	0.06		0.833	6	3	2006.0	2019.0
Lupus Erythematosus, Systemic	C0024141	TPO	7173	P07202	thyroid peroxidase	Enzyme	306	0.455	0.846	1.8182e-21	0.06		1.0	6	0	2009.0	2019.0
Lupus Erythematosus, Systemic	C0024141	VCAM1	7412	P19320	vascular cell adhesion molecule 1		406	0.422	0.808	0.79791	0.06		1.0	6	0	2007.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SOCS1	8651	O15524	suppressor of cytokine signaling 1	Enzyme modulator	315	0.445	0.808	0.58544	0.06		1.0	6	0	2008.0	2017.0
Lupus Erythematosus, Systemic	C0024141	MBD2	8932	Q9UBB5	methyl-CpG binding domain protein 2	Epigenetic regulator	256	0.466	0.846	0.34957	0.06		0.833	6	0	2007.0	2017.0
Lupus Erythematosus, Systemic	C0024141	IL33	90865	O95760	interleukin 33		487	0.409	0.885	8.2925e-10	0.06		1.0	6	3	2016.0	2019.0
Lupus Erythematosus, Systemic	C0024141	ADA	100	P00813	adenosine deaminase	Enzyme	379	0.44	0.885	2.8825e-12	0.05		1.0	5	0	2002.0	2019.0
Lupus Erythematosus, Systemic	C0024141	HDAC6	10013	Q9UBN7	histone deacetylase 6	Epigenetic regulator	288	0.465	0.846	1.0	0.05		0.8	5	0	2016.0	2019.0
Lupus Erythematosus, Systemic	C0024141	MICA	100507436	Q29983	MHC class I polypeptide-related sequence A		248	0.473	0.846	0.0049697	0.05		0.8	5	1	2005.0	2018.0
Lupus Erythematosus, Systemic	C0024141	RPL17-C18orf32	100526842		RPL17-C18orf32 readthrough		93	0.572	0.615	0.57502	0.05		1.0	5	0	2004.0	2020.0
Lupus Erythematosus, Systemic	C0024141	LILRB1	10859	Q8NHL6	leukocyte immunoglobulin like receptor B1	Receptor	168	0.51	0.769	5.6502e-14	0.05		1.0	5	0	2005.0	2017.0
Lupus Erythematosus, Systemic	C0024141	IL17F	112744	Q96PD4	interleukin 17F		236	0.48	0.808	0.039165	0.05		0.8	5	2	2011.0	2016.0
Lupus Erythematosus, Systemic	C0024141	H4-16	121504	P62805	H4 histone 16	Nucleic acid binding	122	0.54	0.692	0.022279	0.05		1.0	5	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	CCR7	1236	P32248	C-C motif chemokine receptor 7	G-protein coupled receptor	320	0.443	0.769	0.057623	0.05		1.0	5	0	2004.0	2018.0
Lupus Erythematosus, Systemic	C0024141	CSF2	1437	P04141	colony stimulating factor 2	Signaling	1028	0.33	0.962	0.83468	0.05		1.0	5	0	2009.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CST3	1471	P01034	cystatin C		370	0.436	0.808	0.0039011	0.05		1.0	5	0	2017.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CYP1A1	1543	P04798	cytochrome P450 family 1 subfamily A member 1	Enzyme	379	0.436	0.846	1.0635e-17	0.05		1.0	5	4	1999.0	2015.0
Lupus Erythematosus, Systemic	C0024141	CYP2B6	1555	P20813	cytochrome P450 family 2 subfamily B member 6		388	0.428	0.846	1.9303e-10	0.05		1.0	5	0	2003.0	2016.0
Lupus Erythematosus, Systemic	C0024141	CYP2D6	1565	P10635	cytochrome P450 family 2 subfamily D member 6		432	0.437	0.885	1.0793e-25	0.05		0.6	5	2	1998.0	2017.0
Lupus Erythematosus, Systemic	C0024141	AHR	196	P35869	aryl hydrocarbon receptor	Transcription factor	532	0.41	0.923	0.99999	0.05		0.8	5	0	2017.0	2019.0
Lupus Erythematosus, Systemic	C0024141	FCGR1A	2209	P12314	Fc fragment of IgG receptor Ia	Cell adhesion	141	0.532	0.731	0.00013116	0.05		1.0	5	0	2003.0	2019.0
Lupus Erythematosus, Systemic	C0024141	FLII	2314	Q13045	FLII actin remodeling protein		198	0.52	0.808	5.5313e-12	0.05		1.0	5	0	1995.0	2016.0
Lupus Erythematosus, Systemic	C0024141	SIRT1	23411	Q96EB6	sirtuin 1	Epigenetic regulator	675	0.378	0.885	0.087326	0.05		1.0	5	2	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	FOS	2353	P01100	Fos proto-oncogene, AP-1 transcription factor subunit	Transcription factor	528	0.411	0.885	0.26176	0.05		1.0	5	0	1992.0	2018.0
Lupus Erythematosus, Systemic	C0024141	GATA3	2625	P23771	GATA binding protein 3		429	0.415	0.846	0.89887	0.05		0.8	5	1	2006.0	2018.0
Lupus Erythematosus, Systemic	C0024141	GPI	2821	P06744	glucose-6-phosphate isomerase	Enzyme	218	0.491	0.769	2.8385e-06	0.05		1.0	5	0	1999.0	2019.0
Lupus Erythematosus, Systemic	C0024141	GTF2I	2969	P78347	general transcription factor IIi		249	0.5	0.808	0.99592	0.05		1.0	5	1	2015.0	2019.0
Lupus Erythematosus, Systemic	C0024141	GZMB	3002	P10144	granzyme B	Enzyme	290	0.453	0.808	3.6674e-14	0.05		1.0	5	0	2008.0	2019.0
Lupus Erythematosus, Systemic	C0024141	ANXA6	309	P08133	annexin A6		156	0.514	0.846	1.0804e-08	0.05		1.0	5	0	1989.0	2015.0
Lupus Erythematosus, Systemic	C0024141	HSPA1B	3304	P0DMV8;P0DMV9	heat shock protein family A (Hsp70) member 1B		251	0.474	0.808	0.0053464	0.05		0.8	5	1	1993.0	2010.0
Lupus Erythematosus, Systemic	C0024141	IL15	3600	P40933	interleukin 15		426	0.422	0.846	0.70859	0.05		1.0	5	0	2013.0	2019.0
Lupus Erythematosus, Systemic	C0024141	IL16	3603	Q14005	interleukin 16	Signaling	193	0.501	0.846	1.2449e-10	0.05		0.8	5	3	2000.0	2018.0
Lupus Erythematosus, Systemic	C0024141	IRF1	3659	P10914	interferon regulatory factor 1	Transcription factor	257	0.468	0.769	0.9909	0.05		1.0	5	0	2010.0	2019.0
Lupus Erythematosus, Systemic	C0024141	JUN	3725	P05412	Jun proto-oncogene, AP-1 transcription factor subunit	Transcription factor	344	0.442	0.885	0.05962	0.05		1.0	5	1	2004.0	2012.0
Lupus Erythematosus, Systemic	C0024141	LCN2	3934	P80188	lipocalin 2	Enzyme	497	0.405	0.885	1.1404e-09	0.05		1.0	5	0	2007.0	2019.0
Lupus Erythematosus, Systemic	C0024141	LGALS3	3958	P17931	galectin 3	Signaling	557	0.392	0.846	2.3207e-05	0.05		1.0	5	0	2002.0	2019.0
Lupus Erythematosus, Systemic	C0024141	LY6E	4061	Q16553	lymphocyte antigen 6 family member E		115	0.563	0.808	0.3211	0.05		1.0	5	0	2003.0	2017.0
Lupus Erythematosus, Systemic	C0024141	MBP	4155	P02686	myelin basic protein		184	0.51	0.885	0.28446	0.05		0.8	5	0	1995.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CD46	4179	P15529	CD46 molecule		258	0.477	0.808	4.7013e-07	0.05		1.0	5	0	2011.0	2017.0
Lupus Erythematosus, Systemic	C0024141	OCA2	4948	Q04671	OCA2 melanosomal transmembrane protein		141	0.539	0.808	2.9064e-13	0.05		1.0	5	0	1989.0	2019.0
Lupus Erythematosus, Systemic	C0024141	PECAM1	5175	P16284	platelet and endothelial cell adhesion molecule 1	Cell adhesion	396	0.426	0.846		0.05		1.0	5	2	1989.0	2019.0
Lupus Erythematosus, Systemic	C0024141	PIK3CD	5293	O00329	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	Kinase	1119	0.319	0.885	0.99999	0.05		1.0	5	0	2004.0	2019.0
Lupus Erythematosus, Systemic	C0024141	H4C15	554313	P62805	H4 clustered histone 15		121	0.541	0.692		0.05		1.0	5	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	ENAH	55740	Q8N8S7	ENAH actin regulator		47	0.647	0.577	0.99994	0.05		1.0	5	0	1991.0	2019.0
Lupus Erythematosus, Systemic	C0024141	B2M	567	P61769	beta-2-microglobulin	Immune response	352	0.447	0.846	0.56167	0.05		1.0	5	0	1980.0	2019.0
Lupus Erythematosus, Systemic	C0024141	PSMA5	5686	P28066	proteasome 20S subunit alpha 5		34	0.674	0.538	0.99376	0.05		1.0	5	0	1998.0	2006.0
Lupus Erythematosus, Systemic	C0024141	RFX1	5989	P22670	regulatory factor X1	Transcription factor	47	0.636	0.538	0.99724	0.05		1.0	5	0	2010.0	2018.0
Lupus Erythematosus, Systemic	C0024141	ACTB	60	P60709	actin beta	Cellular structure	1110	0.325	0.923	0.98564	0.05		1.0	5	0	1994.0	2019.0
Lupus Erythematosus, Systemic	C0024141	IGAN1	60498		IgA nephropathy		140	0.524	0.808		0.05		1.0	5	0	2000.0	2017.0
Lupus Erythematosus, Systemic	C0024141	RPL17	6139	P18621	ribosomal protein L17		104	0.559	0.731	0.92412	0.05		1.0	5	0	2004.0	2020.0
Lupus Erythematosus, Systemic	C0024141	BDNF	627	P23560	brain derived neurotrophic factor	Signaling	992	0.345	0.923	0.65626	0.05		0.6	5	2	2006.0	2019.0
Lupus Erythematosus, Systemic	C0024141	S100B	6285	P04271	S100 calcium binding protein B	Calcium-binding protein	599	0.383	0.923	0.04387	0.05		1.0	5	1	2008.0	2020.0
Lupus Erythematosus, Systemic	C0024141	SELE	6401	P16581	selectin E		327	0.447	0.808	7.9058e-10	0.05		1.0	5	0	2001.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SELL	6402	P14151	selectin L		171	0.505	0.846	4.9624e-07	0.05		1.0	5	1	2005.0	2017.0
Lupus Erythematosus, Systemic	C0024141	SRSF1	6426	Q07955	serine and arginine rich splicing factor 1	Nucleic acid binding	98	0.563	0.692	0.98268	0.05		1.0	5	0	2013.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SOD1	6647	P00441	superoxide dismutase 1	Enzyme	689	0.379	0.962	0.1773	0.05		0.8	5	0	1995.0	2019.0
Lupus Erythematosus, Systemic	C0024141	TAP1	6890	Q03518	transporter 1, ATP binding cassette subfamily B member	Transporter	181	0.5	0.808	5.3431e-06	0.05		1.0	5	0	1996.0	2009.0
Lupus Erythematosus, Systemic	C0024141	TG	7038	P01266	thyroglobulin	Enzyme modulator	240	0.48	0.808	2.8802e-59	0.05		1.0	5	0	2009.0	2018.0
Lupus Erythematosus, Systemic	C0024141	TNFRSF4	7293	P43489	TNF receptor superfamily member 4		123	0.547	0.692	0.00015133	0.05		1.0	5	0	2009.0	2018.0
Lupus Erythematosus, Systemic	C0024141	XRCC1	7515	P18887	X-ray repair cross complementing 1		410	0.421	0.923	6.3386e-09	0.05		1.0	5	3	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	ARHGEF5	7984	Q12774	Rho guanine nucleotide exchange factor 5		140	0.526	0.808	7.5872e-14	0.05		0.8	5	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	TAM	8205		Myeloproliferative syndrome, transient (transient abnormal		141	0.528	0.731		0.05		1.0	5	0	2013.0	2019.0
Lupus Erythematosus, Systemic	C0024141	H4C9	8294	P62805	H4 clustered histone 9		121	0.541	0.692	0.015809	0.05		1.0	5	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	H4C1	8359	P62805	H4 clustered histone 1		121	0.541	0.692	0.00020556	0.05		1.0	5	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	H4C4	8360	P62805	H4 clustered histone 4		125	0.537	0.692	0.0019851	0.05		1.0	5	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	H4C6	8361	P62805	H4 clustered histone 6		121	0.541	0.692	0.13072	0.05		1.0	5	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	H4C12	8362	P62805	H4 clustered histone 12		121	0.541	0.692	0.0015737	0.05		1.0	5	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	H4C11	8363	P62805	H4 clustered histone 11		121	0.541	0.692	0.38683	0.05		1.0	5	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	H4C3	8364	P62805	H4 clustered histone 3		132	0.534	0.731	0.00035964	0.05		1.0	5	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	H4C8	8365	P62805	H4 clustered histone 8		122	0.541	0.692	7.1537e-06	0.05		1.0	5	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	H4C2	8366	P62805	H4 clustered histone 2		128	0.537	0.731	0.0029154	0.05		1.0	5	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	H4C5	8367	P62805	H4 clustered histone 5		121	0.541	0.692	0.013453	0.05		1.0	5	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	H4C13	8368	P62805	H4 clustered histone 13		121	0.541	0.692	0.00034971	0.05		1.0	5	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	H4C14	8370	P62805	H4 clustered histone 14		121	0.541	0.692		0.05		1.0	5	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	HAVCR2	84868	Q8TDQ0	hepatitis A virus cellular receptor 2		299	0.45	0.808	0.03866	0.05		1.0	5	1	2008.0	2017.0
Lupus Erythematosus, Systemic	C0024141	MAP4K3	8491	Q8IVH8	mitogen-activated protein kinase kinase kinase kinase 3	Kinase	29	0.711	0.423	0.10987	0.05		1.0	5	0	2011.0	2019.0
Lupus Erythematosus, Systemic	C0024141	TIMELESS	8914	Q9UNS1	timeless circadian regulator		140	0.533	0.808	9.8476e-35	0.05		0.8	5	0	2008.0	2018.0
Lupus Erythematosus, Systemic	C0024141	FCGR2C	9103	P31995	Fc fragment of IgG receptor IIc (gene/pseudogene)	Cell adhesion	71	0.61	0.654		0.05		1.0	5	0	1995.0	2013.0
Lupus Erythematosus, Systemic	C0024141	CD86	942	P42081	CD86 molecule		219	0.483	0.769	0.94879	0.05		1.0	5	0	2000.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CD72	971	P21854	CD72 molecule		23	0.7	0.269	0.020272	0.05		1.0	5	1	2004.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SPATA2	9825	Q9UM82	spermatogenesis associated 2		107	0.556	0.615	0.97889	0.05		1.0	5	0	2004.0	2020.0
Lupus Erythematosus, Systemic	C0024141	AP5Z1	9907	O43299	adaptor related protein complex 5 subunit zeta 1		47	0.7	0.346	7.2894e-31	0.05		1.0	5	0	1998.0	2006.0
Lupus Erythematosus, Systemic	C0024141	KIR2DS2	100132285	P43631	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2		69	0.599	0.615		0.04		1.0	4	0	2007.0	2018.0
Lupus Erythematosus, Systemic	C0024141	KLRC4-KLRK1	100528032	P26718	KLRC4-KLRK1 readthrough		246	0.469	0.769		0.04		1.0	4	1	2010.0	2017.0
Lupus Erythematosus, Systemic	C0024141	RABEPK	10244	Q7Z6M1	Rab9 effector protein with kelch motifs		112	0.553	0.692	2.8422e-11	0.04		1.0	4	0	1999.0	2020.0
Lupus Erythematosus, Systemic	C0024141	LOC102723407	102723407		immunoglobulin heavy variable 4-38-2-like		159	0.514	0.769		0.04		1.0	4	0	1993.0	2019.0
Lupus Erythematosus, Systemic	C0024141	LOC102724971	102724971		putative V-set and immunoglobulin domain-containing-like protein IGHV4OR15-8		139	0.527	0.769		0.04		1.0	4	0	1993.0	2019.0
Lupus Erythematosus, Systemic	C0024141	ADAR	103	P55265	adenosine deaminase RNA specific	Enzyme	256	0.501	0.808	0.026282	0.04		1.0	4	0	2002.0	2018.0
Lupus Erythematosus, Systemic	C0024141	LANCL1	10314	O43813	LanC like 1		113	0.552	0.692	1.0827e-11	0.04		1.0	4	0	1999.0	2020.0
Lupus Erythematosus, Systemic	C0024141	EBNA1BP2	10969	Q99848	EBNA1 binding protein 2		116	0.55	0.692	1.3668e-09	0.04		1.0	4	0	1999.0	2020.0
Lupus Erythematosus, Systemic	C0024141	H3P28	115482699		H3 histone pseudogene 28		111	0.553	0.692		0.04		1.0	4	0	1999.0	2020.0
Lupus Erythematosus, Systemic	C0024141	ATN1	1822	P54259	atrophin 1		499	0.409	0.885	0.99992	0.04		1.0	4	0	1992.0	2019.0
Lupus Erythematosus, Systemic	C0024141	EGR2	1959	P11161	early growth response 2	Nucleic acid binding	133	0.547	0.769	0.50292	0.04		1.0	4	1	2008.0	2016.0
Lupus Erythematosus, Systemic	C0024141	AKT1	207	P31749	AKT serine/threonine kinase 1	Kinase	1250	0.311	0.962	0.9759	0.04		0.75	4	0	2012.0	2019.0
Lupus Erythematosus, Systemic	C0024141	NLRP1	22861	Q9C000	NLR family pyrin domain containing 1		200	0.502	0.769	4.9693e-19	0.04		1.0	4	2	2012.0	2017.0
Lupus Erythematosus, Systemic	C0024141	KLRK1	22914	P26718	killer cell lectin like receptor K1		255	0.467	0.769	6.9812e-14	0.04		1.0	4	1	2010.0	2017.0
Lupus Erythematosus, Systemic	C0024141	FOXO1	2308	Q12778	forkhead box O1		380	0.433	0.846	0.99725	0.04		1.0	4	0	2008.0	2020.0
Lupus Erythematosus, Systemic	C0024141	IL27	246778	Q8NEV9	interleukin 27		286	0.457	0.808	0.78232	0.04		1.0	4	2	2016.0	2019.0
Lupus Erythematosus, Systemic	C0024141	SAMHD1	25939	Q9Y3Z3	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1		169	0.547	0.769	6.4524e-13	0.04		1.0	4	0	2011.0	2015.0
Lupus Erythematosus, Systemic	C0024141	GAS6	2621	Q14393	growth arrest specific 6	Extracellular structure	190	0.5	0.769	0.034477	0.04		1.0	4	0	2012.0	2020.0
Lupus Erythematosus, Systemic	C0024141	AMH	268	P03971	anti-Mullerian hormone		242	0.476	0.846	3.3974e-12	0.04		1.0	4	0	2017.0	2019.0
Lupus Erythematosus, Systemic	C0024141	CBLIF	2694	P27352	cobalamin binding intrinsic factor		185	0.507	0.808	0.00024911	0.04		1.0	4	0	1996.0	2020.0
Lupus Erythematosus, Systemic	C0024141	GRN	2896	P28799	granulin precursor		412	0.435	0.846	0.069666	0.04		1.0	4	0	2012.0	2020.0
Lupus Erythematosus, Systemic	C0024141	GSTP1	2950	P09211	glutathione S-transferase pi 1		610	0.383	0.923	0.014155	0.04		0.75	4	1	2005.0	2014.0
Lupus Erythematosus, Systemic	C0024141	HLA-DMA	3108	P28067	major histocompatibility complex, class II, DM alpha	Immune response	63	0.608	0.654	0.002381	0.04		1.0	4	0	1998.0	2004.0
Lupus Erythematosus, Systemic	C0024141	ARMH1	339541	Q6PIY5	armadillo like helical domain containing 1		111	0.553	0.692	1.6479e-05	0.04		1.0	4	0	1999.0	2020.0
Lupus Erythematosus, Systemic	C0024141	IFIT1	3434	P09914	interferon induced protein with tetratricopeptide repeats 1		39	0.666	0.5	0.00027793	0.04		1.0	4	0	2003.0	2019.0
Lupus Erythematosus, Systemic	C0024141	IFNAR1	3454	P17181	interferon alpha and beta receptor subunit 1	Receptor	142	0.532	0.769	3.2501e-12	0.04		1.0	4	0	2006.0	2019.0
Lupus Erythematosus, Systemic	C0024141	IFNAR2	3455	P48551	interferon alpha and beta receptor subunit 2	Receptor	85	0.585	0.731	8.5332e-06	0.04		0.75	4	0	2003.0	2020.0
Lupus Erythematosus, Systemic	C0024141	IL10RA	3587	Q13651	interleukin 10 receptor subunit alpha	Receptor	90	0.579	0.692	0.017808	0.04		0.75	4	0	1999.0	2012.0
Lupus Erythematosus, Systemic	C0024141	IL12A	3592	P29459	interleukin 12A		261	0.491	0.808	0.04746	0.04		1.0	4	0	1999.0	2015.0
Lupus Erythematosus, Systemic	C0024141	IRF3	3661	Q14653	interferon regulatory factor 3	Transcription factor	174	0.517	0.808	0.00011576	0.04		0.75	4	4	2008.0	2014.0
Lupus Erythematosus, Systemic	C0024141	RPSA	3921	P08865	ribosomal protein SA	Nucleic acid binding	221	0.485	0.769	0.93037	0.04		1.0	4	0	1999.0	2020.0
